ENGINESIZE,CYLINDERS,FUELCONSUMPTION_CITY,FUELCONSUMPTION_HWY,FUELCONSUMPTION_COMB,FUELCONSUMPTION_COMB_MPG,FUELTYPE_E,FUELTYPE_X,FUELTYPE_Z,CO2EMISSIONS
1.8,4,8.5,6.6,7.6,37,0,1,0,175
3.5,6,12.5,8.5,10.7,26,0,1,0,246
2.4,4,10.3,7.6,9.1,31,0,1,0,209
2.4,4,10.6,7.9,9.4,30,0,1,0,216
1.5,4,6.6,6.0,6.3,45,0,1,0,145
1.5,4,7.6,6.1,6.9,41,0,1,0,159
1.5,4,8.3,6.5,7.5,38,0,1,0,172
1.5,4,8.3,6.9,7.7,37,0,1,0,177
3.5,6,12.3,8.5,10.6,27,0,1,0,244
3.5,6,13.3,9.3,11.5,25,0,1,0,265
3.5,6,13.9,9.7,12.0,24,0,1,0,276
3.5,6,15.2,11.3,13.4,21,0,1,0,308
1.6,4,8.8,6.3,7.7,37,0,1,0,177
1.6,4,8.7,6.4,7.7,37,0,1,0,177
2.0,4,9.8,7.2,8.6,33,0,1,0,198
2.0,4,9.8,7.0,8.5,33,0,1,0,196
5.0,8,15.7,10.2,13.2,21,0,0,1,304
3.8,6,13.0,8.7,11.1,25,0,1,0,255
3.3,6,13.0,9.1,11.2,25,0,1,0,258
3.3,6,13.3,9.5,11.6,24,0,1,0,267
2.4,4,11.6,8.7,10.3,27,0,1,0,237
2.0,4,12.9,9.7,11.5,25,0,1,0,264
2.4,4,12.5,9.4,11.1,25,0,1,0,255
2.0,4,11.4,7.5,9.6,29,0,1,0,221
2.4,4,9.8,7.0,8.5,33,0,1,0,196
2.4,4,6.5,5.9,6.2,46,0,1,0,143
2.4,4,6.6,5.9,6.3,45,0,1,0,145
2.0,4,10.2,8.2,9.3,30,0,1,0,214
2.0,4,11.4,8.6,10.1,28,0,1,0,232
2.4,4,11.3,8.3,10.0,28,0,1,0,230
2.0,4,11.4,9.3,10.5,27,0,1,0,242
2.4,4,11.6,9.3,10.6,27,0,1,0,244
1.6,4,8.6,6.6,7.7,37,0,1,0,177
1.6,4,9.1,6.7,8.0,35,0,1,0,184
1.6,4,9.9,7.5,8.8,32,0,1,0,202
1.6,4,9.7,7.1,8.5,33,0,1,0,196
3.7,6,12.0,8.0,10.2,28,0,0,1,235
3.7,6,12.6,8.7,10.8,26,0,0,1,248
3.5,6,8.2,6.7,7.5,38,0,0,1,172
3.5,6,8.7,7.5,8.2,34,0,0,1,189
3.7,6,13.3,9.4,11.5,25,0,0,1,265
3.7,6,13.6,9.3,11.7,24,0,0,1,269
3.7,6,14.3,9.8,12.3,23,0,0,1,283
3.7,6,12.9,8.9,11.1,25,0,0,1,255
3.7,6,13.5,9.3,11.6,24,0,0,1,267
3.7,6,12.8,8.9,11.0,26,0,0,1,253
5.6,8,14.5,9.5,12.3,23,0,0,1,283
3.7,6,13.2,9.6,11.6,24,0,0,1,267
5.6,8,15.0,10.2,12.8,22,0,0,1,294
3.5,6,8.0,7.0,7.6,37,0,0,1,175
3.7,6,13.6,9.6,11.8,24,0,0,1,271
3.5,6,11.9,9.0,10.6,27,0,0,1,244
3.5,6,12.3,9.3,11.0,26,0,0,1,253
2.5,4,8.8,8.2,8.5,33,0,1,0,196
3.7,6,14.5,10.7,12.8,22,0,0,1,294
5.0,8,16.6,11.9,14.5,19,0,0,1,334
5.6,8,17.4,12.1,15.0,19,0,0,1,345
3.0,6,11.8,8.4,10.3,27,0,0,1,237
3.0,6,12.2,8.7,10.6,27,0,0,1,244
5.0,8,15.0,10.2,12.8,22,0,0,1,294
2.0,4,12.3,8.2,10.5,27,0,0,1,242
3.0,6,14.7,9.1,12.2,23,0,0,1,281
5.0,8,15.7,10.3,13.3,21,0,0,1,306
5.0,8,21.3,14.1,18.1,16,1,0,0,290
5.0,8,15.7,10.3,13.3,21,0,0,1,306
3.0,6,14.6,9.6,12.4,23,0,0,1,285
5.0,8,15.8,10.2,13.3,21,0,0,1,306
5.0,8,20.6,13.6,17.5,16,1,0,0,280
3.0,6,14.7,9.6,12.4,23,0,0,1,285
5.0,8,15.8,10.2,13.3,21,0,0,1,306
5.0,8,20.6,13.6,17.5,16,1,0,0,280
5.0,8,15.8,10.2,13.3,21,0,0,1,306
5.0,8,15.8,10.2,13.3,21,0,0,1,306
5.0,8,15.1,10.6,13.1,22,0,0,1,301
5.0,8,14.8,9.9,12.6,22,0,0,1,290
5.0,8,15.9,10.9,13.7,21,0,0,1,315
5.0,8,15.6,10.9,13.5,21,0,0,1,310
5.0,8,15.9,10.9,13.7,21,0,0,1,315
5.0,8,15.6,10.9,13.5,21,0,0,1,310
2.4,4,10.9,7.7,9.5,30,0,1,0,218
3.2,6,12.3,8.3,10.5,27,0,1,0,242
2.4,4,11.3,8.3,10.0,28,0,1,0,230
3.2,6,12.5,8.8,10.8,26,0,1,0,248
2.4,4,11.4,8.6,10.1,28,0,1,0,232
3.2,6,12.5,9.1,11.0,26,0,1,0,253
2.4,4,12.1,9.4,10.9,26,0,1,0,251
3.2,6,13.4,9.5,11.6,24,0,1,0,267
2.0,4,11.1,8.3,9.8,29,0,1,0,225
2.0,4,10.2,7.8,9.1,31,0,1,0,209
2.4,4,11.1,8.3,9.8,29,0,1,0,225
2.4,4,10.3,8.3,9.4,30,0,1,0,216
2.4,4,11.4,8.7,10.2,28,0,1,0,235
2.4,4,10.3,8.4,9.4,30,0,1,0,216
2.4,4,11.7,10.3,11.1,25,0,1,0,255
5.7,8,17.3,11.7,14.8,19,0,1,0,340
3.0,6,11.2,8.4,9.9,29,0,0,0,267
3.6,6,13.9,9.8,12.1,23,0,1,0,278
3.6,6,17.7,13.0,15.6,18,1,0,0,250
6.4,8,18.5,12.6,15.8,18,0,0,1,363
2.0,4,11.1,8.3,9.8,29,0,1,0,225
2.0,4,10.2,7.8,9.1,31,0,1,0,209
2.4,4,11.1,8.3,9.8,29,0,1,0,225
2.4,4,10.3,8.3,9.4,30,0,1,0,216
2.4,4,11.4,8.7,10.2,28,0,1,0,235
2.4,4,10.3,8.4,9.4,30,0,1,0,216
2.4,4,11.7,10.3,11.1,25,0,1,0,255
3.6,6,14.1,11.1,12.8,22,0,1,0,294
3.6,6,14.2,11.0,12.8,22,0,1,0,294
3.6,6,14.8,11.7,13.4,21,0,1,0,308
3.6,6,15.0,11.4,13.4,21,0,1,0,308
3.3,6,12.7,8.8,10.9,26,0,1,0,251
1.8,4,9.6,6.6,8.3,34,0,1,0,191
1.8,4,9.3,6.4,8.0,35,0,1,0,184
2.0,4,9.8,6.6,8.4,34,0,1,0,193
2.0,4,9.7,6.8,8.4,34,0,1,0,193
1.6,4,11.1,8.0,9.7,29,0,1,0,223
1.6,4,11.1,8.2,9.8,29,0,1,0,225
2.0,4,9.7,6.8,8.4,34,0,1,0,193
2.0,4,9.8,7.0,8.5,33,0,1,0,196
1.6,4,10.6,7.9,9.4,30,0,1,0,216
1.6,4,10.8,8.1,9.6,29,0,1,0,221
2.0,4,9.6,7.0,8.4,34,0,1,0,193
2.0,4,9.8,7.2,8.6,33,0,1,0,198
2.0,4,11.7,7.6,9.9,29,0,1,0,228
2.4,4,10.2,6.8,8.7,32,0,1,0,200
1.6,4,8.7,6.3,7.6,37,0,1,0,175
1.6,4,8.7,6.4,7.7,37,0,1,0,177
1.6,4,8.5,6.4,7.6,37,0,1,0,175
2.0,4,10.5,7.5,9.2,31,0,1,0,212
2.0,4,10.8,7.4,9.3,30,0,1,0,214
3.5,6,13.7,9.9,12.0,24,0,1,0,276
2.4,4,11.8,8.5,10.3,27,0,1,0,237
3.3,6,12.9,9.5,11.4,25,0,1,0,262
2.4,4,12.3,9.3,11.0,26,0,1,0,253
3.3,6,13.4,9.9,11.8,24,0,1,0,271
1.6,4,9.8,7.9,8.9,32,0,1,0,205
1.6,4,9.9,7.8,9.0,31,0,1,0,207
2.0,4,10.1,7.8,9.1,31,0,1,0,209
2.0,4,9.7,7.8,8.8,32,0,1,0,202
2.4,4,11.4,8.3,10.0,28,0,1,0,230
2.4,4,12.9,9.3,11.3,25,0,1,0,260
2.0,4,12.7,9.7,11.4,25,0,1,0,262
2.4,4,12.0,9.1,10.7,26,0,1,0,246
6.5,12,22.8,12.9,18.3,15,0,0,1,421
5.2,10,18.0,12.8,15.7,18,0,0,1,361
5.2,10,20.6,13.5,17.4,16,0,0,1,400
2.0,4,13.5,9.9,11.9,24,0,0,1,274
3.0,6,16.3,12.4,14.5,19,0,0,1,334
2.0,4,11.3,7.9,9.8,29,0,0,1,225
2.0,4,11.3,7.9,9.8,29,0,0,1,225
5.0,8,18.0,12.2,15.4,18,0,0,1,354
5.0,8,17.2,12.5,15.1,19,0,0,1,347
5.0,8,25.0,16.9,21.4,13,1,0,0,342
3.0,6,14.2,10.2,12.4,23,0,0,1,285
3.0,6,14.2,10.2,12.4,23,0,0,1,285
3.0,6,19.4,14.9,17.4,16,1,0,0,278
5.0,8,17.3,12.2,15.0,19,0,0,1,345
5.0,8,16.6,12.3,14.7,19,0,0,1,338
5.0,8,24.0,16.6,20.7,14,1,0,0,331
3.0,6,14.1,10.1,12.3,23,0,0,1,283
3.0,6,14.1,10.1,12.3,23,0,0,1,283
3.0,6,19.4,14.8,17.3,16,1,0,0,277
5.0,8,18.0,12.2,15.4,18,0,0,1,354
5.0,8,17.2,12.5,15.1,19,0,0,1,347
5.0,8,25.0,16.9,21.4,13,1,0,0,342
1.8,4,5.5,5.8,5.6,50,0,1,0,129
2.5,4,5.8,6.2,6.0,47,0,1,0,138
3.5,6,11.3,7.6,9.6,29,0,1,0,221
3.5,6,12.1,8.3,10.4,27,0,0,1,239
3.5,6,12.5,9.1,11.0,26,0,0,1,253
3.5,6,7.7,7.4,7.6,37,0,0,1,175
4.6,8,15.7,11.8,13.9,20,0,0,1,320
2.5,6,11.2,7.8,9.7,29,0,0,1,223
2.5,6,11.8,8.7,10.4,27,0,0,1,239
2.5,6,11.2,7.8,9.7,29,0,0,1,223
3.5,6,12.2,8.7,10.6,27,0,0,1,244
3.5,6,12.5,9.1,11.0,26,0,0,1,253
3.5,6,12.1,8.7,10.6,27,0,0,1,244
5.0,8,14.6,10.1,12.6,22,0,0,1,290
4.6,8,14.5,9.6,12.3,23,0,0,1,283
4.6,8,15.1,10.3,12.9,22,0,0,1,297
4.6,8,15.1,10.3,12.9,22,0,0,1,297
5.0,8,12.0,10.7,11.4,25,0,0,1,262
5.7,8,18.8,13.6,16.5,17,0,0,1,380
3.5,6,13.3,9.8,11.7,24,0,1,0,269
3.5,6,12.7,9.1,11.1,25,0,1,0,255
3.5,6,7.9,8.6,8.2,34,0,0,1,189
3.5,6,13.7,9.4,11.8,24,0,1,0,271
3.7,6,13.1,9.0,11.3,25,0,1,0,260
3.5,6,14.8,10.4,12.8,22,0,1,0,294
2.0,4,11.5,8.5,10.2,28,0,1,0,235
3.7,6,14.0,9.9,12.2,23,0,1,0,281
3.7,6,13.7,10.4,12.2,23,0,1,0,281
2.0,4,10.5,7.1,9.0,31,0,1,0,207
3.7,6,13.1,9.3,11.4,25,0,1,0,262
2.0,4,6.2,6.4,6.3,45,0,1,0,145
5.4,8,18.2,13.3,16.0,18,0,1,0,368
5.4,8,24.5,18.0,21.6,13,1,0,0,346
3.0,6,15.2,9.6,12.7,22,0,0,1,292
3.0,6,15.2,9.6,12.7,22,0,0,1,292
4.7,8,18.2,11.4,15.1,19,0,0,1,347
4.7,8,18.2,11.7,15.3,18,0,0,1,352
3.8,8,17.6,10.7,14.5,19,0,0,1,334
3.0,6,15.9,9.7,13.1,22,0,0,1,301
2.0,4,8.9,7.3,8.2,34,0,1,0,189
2.0,4,9.0,6.8,8.0,35,0,1,0,184
2.5,4,9.6,7.4,8.6,33,0,1,0,198
2.0,4,9.3,7.6,8.5,33,0,1,0,196
2.5,4,9.8,7.9,8.9,32,0,1,0,205
3.7,6,14.2,10.0,12.3,23,0,1,0,283
3.7,6,14.3,10.6,12.6,22,0,1,0,290
1.5,4,8.4,6.9,7.7,37,0,1,0,177
1.5,4,8.0,6.7,7.4,38,0,1,0,170
2.0,4,7.9,5.7,6.9,41,0,1,0,159
2.0,4,8.0,5.8,7.0,40,0,1,0,161
2.5,4,8.4,6.1,7.4,38,0,1,0,170
2.5,4,8.3,6.1,7.3,39,0,1,0,168
2.0,4,8.0,5.8,7.0,40,0,1,0,161
2.0,4,8.0,5.9,7.1,40,0,1,0,163
2.0,4,8.2,5.9,7.2,39,0,1,0,166
2.5,4,8.7,6.5,7.7,37,0,1,0,177
2.5,4,8.2,6.1,7.3,39,0,1,0,168
2.0,4,8.2,5.9,7.2,39,0,1,0,166
2.5,4,10.8,8.4,9.7,29,0,1,0,223
2.5,4,11.1,8.3,9.8,29,0,1,0,225
2.5,4,8.8,6.2,7.6,37,0,1,0,175
2.5,4,9.4,6.4,8.1,35,0,1,0,186
2.5,4,8.4,5.9,7.3,39,0,1,0,168
2.0,4,11.5,8.5,10.2,28,0,0,1,235
2.0,4,10.5,8.5,9.6,29,0,0,1,221
2.0,4,11.1,8.4,9.9,29,0,0,1,228
2.0,4,9.2,6.6,8.0,35,0,0,1,184
1.8,4,10.9,7.5,9.4,30,0,0,1,216
1.8,4,11.0,7.4,9.4,30,0,0,1,216
3.5,6,12.2,8.5,10.5,27,0,0,1,242
3.5,6,16.4,11.1,14.0,20,1,0,0,224
3.5,6,12.0,8.6,10.5,27,0,0,1,242
3.5,6,11.9,8.6,10.4,27,0,0,1,239
3.5,6,12.1,8.7,10.6,27,0,0,1,244
3.5,6,12.1,8.6,10.5,27,0,0,1,242
6.2,8,17.7,11.9,15.1,19,0,0,1,347
6.2,8,17.9,12.2,15.3,18,0,0,1,352
4.7,8,15.4,10.4,13.2,21,0,0,1,304
5.5,8,15.4,11.0,13.4,21,0,0,1,308
2.0,4,9.1,6.2,7.8,36,0,0,1,179
2.0,4,10.3,7.8,9.2,31,0,0,1,212
4.7,8,13.3,9.4,11.5,25,0,0,1,264
5.5,8,15.1,10.7,13.1,22,0,0,1,301
5.5,8,15.1,10.7,13.1,22,0,0,1,301
2.1,4,8.5,5.7,7.2,39,0,0,0,194
3.5,6,11.8,8.2,10.2,28,0,0,1,235
3.5,6,11.6,8.1,10.0,28,0,0,1,230
3.5,6,11.9,8.5,10.4,27,0,0,1,239
3.5,6,12.1,8.6,10.5,27,0,0,1,242
3.5,6,12.0,8.5,10.4,27,0,0,1,239
3.5,6,11.9,8.2,10.2,28,0,0,1,235
3.5,6,9.6,7.9,8.8,32,0,0,1,202
4.7,8,13.6,9.1,11.6,24,0,0,1,267
4.7,8,13.7,9.3,11.7,24,0,0,1,269
4.7,8,13.4,8.9,11.4,25,0,0,1,262
5.5,8,15.0,10.3,12.9,22,0,0,1,297
5.5,8,15.5,11.0,13.5,21,0,0,1,310
5.5,8,15.0,10.3,12.9,22,0,0,1,297
5.5,8,15.5,11.0,13.5,21,0,0,1,310
5.5,8,20.0,15.9,18.2,16,0,0,1,419
5.5,8,19.4,15.7,17.7,16,0,0,1,407
3.0,6,13.4,10.2,12.0,24,0,0,0,324
4.7,8,17.1,12.8,15.2,19,0,0,1,350
4.7,8,17.6,13.1,15.6,18,0,0,1,359
5.5,8,17.7,13.4,15.8,18,0,0,1,363
2.1,4,9.6,7.1,8.5,33,0,0,0,230
3.5,6,12.6,9.6,11.3,25,0,0,1,260
3.5,6,13.4,10.5,12.1,23,0,0,1,278
3.5,6,17.8,13.8,16.0,18,1,0,0,256
3.0,6,11.8,8.5,10.3,27,0,0,0,278
4.7,8,16.2,11.8,14.2,20,0,0,1,327
5.5,8,17.2,13.5,15.5,18,0,0,1,356
4.7,8,14.3,9.5,12.1,23,0,0,1,278
4.7,8,14.2,9.4,12.0,24,0,0,1,276
5.5,8,15.6,10.3,13.2,21,0,0,1,304
4.7,8,13.4,9.6,11.7,24,0,0,1,269
5.5,8,14.8,10.2,12.7,22,0,0,1,292
6.0,8,16.7,11.2,14.2,20,0,0,1,327
1.8,4,10.3,7.2,8.9,32,0,0,1,205
1.8,4,10.4,7.3,9.0,31,0,0,1,207
3.5,6,11.1,8.1,9.8,29,0,0,1,225
5.5,8,12.3,8.7,10.7,26,0,0,1,246
6.2,8,18.7,13.9,16.5,17,0,0,1,380
6.2,8,18.2,12.6,15.7,18,0,0,1,361
6.2,8,18.2,12.6,15.7,18,0,0,1,361
1.6,4,8.7,6.6,7.8,36,0,0,1,179
1.6,4,8.6,6.8,7.8,36,0,0,1,179
1.6,4,8.7,6.6,7.8,36,0,0,1,179
1.6,4,8.6,6.8,7.8,36,0,0,1,179
1.6,4,9.4,7.9,8.7,32,0,0,1,200
1.6,4,8.6,6.8,7.8,36,0,0,1,179
1.6,4,8.5,6.6,7.6,37,0,0,1,175
1.6,4,8.0,6.4,7.3,39,0,0,1,168
1.6,4,9.4,7.9,8.7,32,0,0,1,200
1.6,4,8.6,6.8,7.8,36,0,0,1,179
1.6,4,8.7,6.6,7.8,36,0,0,1,179
1.6,4,8.6,6.8,7.8,36,0,0,1,179
1.6,4,9.3,7.0,8.3,34,0,0,1,191
1.6,4,9.1,6.7,8.0,35,0,0,1,184
1.6,4,9.3,7.0,8.3,34,0,0,1,191
1.6,4,9.1,6.7,8.0,35,0,0,1,184
1.6,4,10.0,7.8,9.0,31,0,0,1,207
1.6,4,9.3,7.5,8.5,33,0,0,1,196
1.6,4,9.3,7.0,8.3,34,0,0,1,191
1.6,4,9.1,6.7,8.0,35,0,0,1,184
1.6,4,10.0,7.8,9.0,31,0,0,1,207
1.6,4,9.3,7.5,8.5,33,0,0,1,196
1.6,4,9.3,7.0,8.3,34,0,0,1,191
1.6,4,9.1,6.7,8.0,35,0,0,1,184
1.6,4,9.3,7.0,8.3,34,0,0,1,191
1.6,4,9.1,6.7,8.0,35,0,0,1,184
1.6,4,9.3,7.0,8.3,34,0,0,1,191
1.6,4,9.1,6.7,8.0,35,0,0,1,184
1.6,4,10.0,7.8,9.0,31,0,0,1,207
1.6,4,9.3,7.5,8.5,33,0,0,1,196
1.6,4,9.3,7.0,8.3,34,0,0,1,191
1.6,4,9.1,6.7,8.0,35,0,0,1,184
1.6,4,10.0,7.8,9.0,31,0,0,1,207
1.6,4,9.3,7.5,8.5,33,0,0,1,196
1.6,4,9.3,7.0,8.3,34,0,0,1,191
1.6,4,9.1,6.7,8.0,35,0,0,1,184
2.0,4,9.2,7.0,8.2,34,0,1,0,189
2.0,4,9.6,6.8,8.3,34,0,1,0,191
2.4,4,10.5,8.2,9.5,30,0,1,0,218
2.0,4,14.2,10.5,12.5,23,0,0,1,288
2.0,4,14.0,10.3,12.3,23,0,0,1,283
2.0,4,13.4,9.4,11.6,24,0,0,1,267
2.0,4,9.6,7.3,8.6,33,0,1,0,198
2.0,4,9.8,7.1,8.6,33,0,1,0,198
1.2,3,6.4,5.4,6.0,47,0,1,0,138
1.2,3,7.0,5.6,6.4,44,0,1,0,147
2.4,4,9.5,7.5,8.6,33,0,1,0,198
2.4,4,9.9,8.1,9.1,31,0,1,0,209
3.0,6,11.5,8.5,10.2,28,0,0,1,235
2.0,4,9.6,7.6,8.7,32,0,1,0,200
2.0,4,9.9,7.5,8.8,32,0,1,0,202
2.0,4,9.8,8.0,9.0,31,0,1,0,207
3.7,6,12.6,9.1,11.0,26,0,0,1,253
3.7,6,13.3,9.3,11.5,25,0,0,1,264
3.7,6,13.0,9.5,11.4,25,0,0,1,262
3.7,6,13.5,9.6,11.7,24,0,0,1,269
2.5,4,8.7,6.2,7.6,37,0,1,0,175
3.5,6,10.8,7.4,9.3,30,0,1,0,214
5.6,8,19.1,13.4,16.5,17,0,1,0,380
2.5,4,13.7,10.6,12.3,23,0,1,0,283
2.5,4,12.2,10.2,11.3,25,0,1,0,260
4.0,6,14.7,10.2,12.7,22,0,1,0,292
4.0,6,15.7,11.2,13.7,21,0,1,0,315
4.0,6,14.8,11.0,13.1,22,0,1,0,301
3.8,6,14.5,10.9,12.9,22,0,0,1,297
1.6,4,8.7,7.3,8.1,35,0,0,1,186
1.6,4,9.5,7.6,8.6,33,0,0,1,198
1.6,4,9.3,7.9,8.7,32,0,0,1,200
3.5,6,12.3,9.1,10.9,26,0,0,1,251
3.5,6,13.2,10.1,11.8,24,0,1,0,271
2.0,4,10.0,8.5,9.3,30,0,1,0,214
3.5,6,12.0,8.9,10.6,27,0,1,0,244
3.5,6,12.3,9.3,11.0,26,0,1,0,253
2.5,4,9.1,8.5,8.8,32,0,1,0,202
3.5,6,12.5,9.5,11.1,25,0,1,0,255
2.5,4,9.2,7.2,8.3,34,0,1,0,191
2.5,4,9.5,7.4,8.6,33,0,1,0,198
1.8,4,7.8,6.0,7.0,40,0,1,0,161
1.8,4,8.7,6.6,7.8,36,0,1,0,179
5.6,8,17.9,12.8,15.6,18,0,1,0,359
5.6,8,19.7,14.3,17.3,16,0,1,0,398
1.6,4,7.2,5.8,6.6,43,0,1,0,152
1.6,4,8.6,6.5,7.7,37,0,1,0,177
4.0,6,16.1,11.9,14.2,20,0,1,0,327
4.0,6,15.2,11.9,13.7,21,0,1,0,315
3.4,6,11.6,8.3,10.1,28,0,0,1,232
3.4,6,12.5,8.6,10.7,26,0,0,1,246
3.4,6,11.8,8.5,10.3,27,0,0,1,237
3.4,6,12.4,8.6,10.7,26,0,0,1,246
3.4,6,12.0,8.7,10.5,27,0,0,1,242
3.4,6,12.6,9.0,11.0,26,0,0,1,253
3.8,6,12.3,8.9,10.8,26,0,0,1,248
3.8,6,12.8,8.9,11.0,26,0,0,1,253
3.8,6,12.7,9.0,11.0,26,0,0,1,253
3.8,6,12.9,9.1,11.2,25,0,0,1,258
3.4,6,11.6,8.3,10.1,28,0,0,1,232
3.4,6,12.4,8.6,10.7,26,0,0,1,246
3.8,6,12.1,8.7,10.6,27,0,0,1,244
3.8,6,12.6,8.6,10.8,26,0,0,1,248
3.8,6,12.4,8.7,10.7,26,0,0,1,246
3.8,6,12.6,8.8,10.9,26,0,0,1,251
3.8,6,16.0,11.5,14.0,20,0,0,1,322
3.8,6,13.7,9.6,11.9,24,0,0,1,274
3.8,6,13.7,9.6,11.9,24,0,0,1,274
3.8,6,13.7,9.6,11.9,24,0,0,1,274
3.8,6,13.7,9.6,11.9,24,0,0,1,274
2.7,6,10.7,7.4,9.2,31,0,0,1,212
2.7,6,11.5,7.9,9.9,29,0,0,1,228
3.4,6,11.3,7.9,9.8,29,0,0,1,225
3.4,6,11.9,8.6,10.4,27,0,0,1,239
3.6,6,13.6,10.1,12.0,24,0,0,1,276
3.6,6,15.8,10.9,13.6,21,0,0,1,313
3.0,6,12.2,8.1,10.4,27,0,0,0,281
4.8,8,15.9,11.4,13.9,20,0,0,1,320
4.8,8,15.0,10.6,13.0,22,0,0,1,299
3.0,6,11.8,9.9,10.9,26,0,0,1,251
4.8,8,15.9,10.9,13.7,21,0,0,1,315
2.7,6,10.7,7.4,9.2,31,0,0,1,212
2.7,6,11.5,7.9,9.9,29,0,0,1,228
3.4,6,11.3,7.9,9.8,29,0,0,1,225
3.4,6,11.9,8.6,10.4,27,0,0,1,239
3.6,6,12.9,8.4,10.9,26,0,0,1,251
3.6,6,13.1,8.7,11.1,25,0,0,1,255
3.0,6,13.4,8.8,11.3,25,0,0,1,260
3.0,6,13.7,8.9,11.5,25,0,0,1,264
4.8,8,15.1,9.7,12.7,22,0,0,1,292
3.0,6,13.4,8.8,11.3,25,0,0,1,260
4.8,8,15.3,9.7,12.8,22,0,0,1,294
4.8,8,15.4,9.8,12.9,22,0,0,1,297
5.7,8,17.1,12.0,14.8,19,0,1,0,340
5.7,8,15.8,10.9,13.6,21,0,1,0,313
5.7,8,17.6,12.7,15.4,18,0,1,0,354
5.7,8,16.3,11.5,14.1,20,0,1,0,324
3.0,6,12.1,8.8,10.6,27,0,0,0,286
3.6,6,14.6,10.1,12.6,22,0,1,0,290
3.6,6,20.5,14.5,17.8,16,1,0,0,285
3.0,6,11.6,8.4,10.2,28,0,0,0,275
3.6,6,13.9,9.5,11.9,24,0,1,0,274
3.6,6,19.4,13.6,16.8,17,1,0,0,269
3.6,6,12.9,9.3,11.3,25,0,1,0,260
3.6,6,13.3,9.1,11.4,25,0,1,0,262
3.6,6,18.6,12.7,15.9,18,1,0,0,254
6.6,12,19.1,12.3,16.0,18,0,0,1,368
6.6,12,19.1,12.3,16.0,18,0,0,1,368
6.7,12,20.7,12.8,17.1,17,0,0,1,393
6.7,12,20.7,12.8,17.1,17,0,0,1,393
6.7,12,20.7,12.7,17.1,17,0,0,1,393
6.7,12,20.7,12.7,17.1,17,0,0,1,393
6.6,12,18.7,11.8,15.6,18,0,0,1,359
2.0,4,9.6,7.0,8.4,34,0,0,1,193
2.0,4,10.9,7.8,9.5,30,0,0,1,218
1.3,4,6.6,5.7,6.2,46,0,1,0,143
2.5,4,10.2,7.5,9.0,31,0,1,0,207
2.5,4,10.2,7.6,9.0,31,0,1,0,207
2.4,4,10.9,8.6,9.9,29,0,1,0,228
2.4,4,10.9,8.6,9.9,29,0,1,0,228
1.8,4,8.8,7.1,8.0,35,0,1,0,184
1.8,4,8.6,7.1,7.9,36,0,1,0,182
1.0,3,6.9,5.7,6.4,44,0,0,1,147
1.0,3,6.9,5.7,6.4,44,0,0,1,147
8.4,10,20.0,13.0,16.9,17,0,0,1,389
8.4,10,20.0,13.0,16.9,17,0,0,1,389
2.0,4,9.6,7.1,8.5,33,0,0,1,196
2.0,4,11.0,7.9,9.6,29,0,0,1,221
2.0,4,10.2,8.6,9.5,30,0,0,1,218
2.5,4,9.6,7.4,8.6,33,0,1,0,198
2.5,4,10.9,8.3,9.7,29,0,1,0,223
2.0,4,8.7,6.6,7.8,36,0,1,0,179
2.0,4,9.6,7.1,8.5,33,0,1,0,196
2.5,4,12.6,9.5,11.2,25,0,0,1,258
2.5,4,14.2,10.4,12.5,23,0,0,1,288
2.0,4,8.7,6.6,7.8,36,0,1,0,179
2.0,4,9.6,7.1,8.5,33,0,1,0,196
2.5,4,12.6,9.5,11.2,25,0,0,1,258
2.5,4,14.2,10.4,12.5,23,0,0,1,288
2.5,4,9.7,7.3,8.6,33,0,1,0,198
2.5,4,11.3,8.2,9.9,29,0,1,0,228
3.6,6,13.3,9.5,11.6,24,0,1,0,267
2.5,4,9.9,7.8,9.0,31,0,1,0,207
2.5,4,10.8,8.5,9.8,29,0,1,0,225
3.6,6,13.4,9.7,11.7,24,0,1,0,269
3.6,6,14.7,11.1,13.1,22,0,1,0,301
2.0,4,9.5,7.2,8.5,33,0,1,0,196
2.0,4,10.2,8.0,9.2,31,0,1,0,212
2.0,4,8.1,7.2,7.7,37,0,1,0,177
4.0,6,14.3,11.1,12.9,22,0,1,0,297
4.0,6,14.3,11.1,12.9,22,0,1,0,297
3.5,6,11.3,7.6,9.6,29,0,1,0,221
2.5,4,9.5,6.6,8.2,34,0,1,0,189
3.5,6,11.1,7.8,9.6,29,0,1,0,221
2.5,4,5.5,5.9,5.7,50,0,1,0,131
2.5,4,5.8,6.2,6.0,47,0,1,0,138
1.8,4,8.6,6.5,7.7,37,0,1,0,177
1.8,4,8.1,6.3,7.3,39,0,1,0,168
1.8,4,8.0,5.9,7.1,40,0,1,0,163
1.8,4,8.3,6.3,7.4,38,0,1,0,170
1.8,4,7.7,5.6,6.8,42,0,1,0,156
1.8,4,7.8,5.9,6.9,41,0,1,0,159
1.8,4,9.4,7.5,8.5,33,0,1,0,196
1.8,4,8.9,7.3,8.2,34,0,1,0,189
4.0,6,14.3,11.2,12.9,22,0,1,0,297
4.0,6,15.4,12.1,13.9,20,0,1,0,320
2.7,4,11.7,8.6,10.3,27,0,1,0,237
3.5,6,12.6,9.4,11.2,25,0,1,0,258
3.5,6,13.0,9.7,11.5,25,0,1,0,264
